ImageName,Q1 Score,Q2 Score,Q3 Score,Q4 Score,Q5 Score,Q6 Score
SD-BH (383).jpg,80,75,76,30,24,34
SD-BH (389).jpg,69.18794,89.254974,76,30,24,15.384863
SD-BH (390).jpg,73.03747,75,76,34,24,34
SD-BH (391).jpg,80,75,76,24,24,21.585972
SD-BH (392).jpg,68.33463,75,76,30,22,34
SD-BH (399).jpg,80,63.86977,81.69892,34,24,34
SD-BH (400).jpg,66.42404,75,76,30,24,23.633133
SD-BH (401).jpg,51.427124,84,76,30,24.70298,16.450623
SD-BH (413).jpg,50.84507,75,76,27.65315,24,29
SD-BH (414).jpg,80,84,76,24.709454,24,16.056704
SD-BH (420).jpg,53.141838,75,76,30,24,29
SD-BH (421).jpg,52.922886,75,76,30,24,29
SD-BH (426).jpg,57.719814,63.19897,76,35.219467,20.250359,29
SD-BH (427).jpg,80,75,76,19.387186,35,30.93156
SD-BH (428).jpg,80,75,76,30,38.948093,16.53474
SD-BH (436).jpg,51.095383,53.71126,76,30,24.892414,20.039276
SD-BH (437).jpg,56.865242,75,81,15.700968,35,17.124947
SD-BH (438).jpg,65.3873,75,81,26,35,29
SD-BH (439).jpg,81.072174,77.31268,73.61745,26,35,17.829098
SD-BH (44).jpg,76.81291,80,70.698654,34,29.259039,29
SD-BH (447).jpg,60.66014,80,81,26,35,29
SD-BH (452).jpg,54.595825,80,81,29.705172,35,29
SD-BH (455).jpg,80,55.318157,81,26,36.563545,18
SD-BH (467).jpg,77.85293,80,76.81813,34,16.881605,29
SD-BH (468).jpg,73.94745,80,81,26,35,28.011433
SD-BH (469).jpg,80,72.62352,81,26.580717,35,29
SD-BH (47).jpg,77.2275,80,81,26,22,29
SD-BH (474).jpg,55.762627,84,81,20.242037,35,29
SD-BH (48).jpg,52.214935,80,81,26,35,29
SD-BH (485).jpg,80,97.60104,81,26,39.112427,29
SD-BH (486).jpg,80,63.406,81,34,16.905893,20.84694
SD-BH (487).jpg,81.14728,80,93.59595,26,35,21.460249
SD-BH (499).jpg,80,80,88,35.7707,35,29
SD-BH (5).jpg,67.5005,80.60571,88,26,21.029575,16.818317
SD-BH (500).jpg,80,80,88,26,35,29
SD-BH (508).jpg,55.390625,80,88,26,35,29
SD-BH (509).jpg,75.60602,80,88,34,35,17.998577
SD-BH (522).jpg,66.45356,56.03652,88,26,18.67374,29
SD-BH (523).jpg,71.24309,80.36078,88,37.555477,27,33.591656
SD-BH (524).jpg,80,80,88,37,27,25.235264
SD-BH (536).jpg,80,80,88,37,27,29
SD-BH (543).jpg,59.426834,50.01608,68.48068,34,22,29
SD-BH (544).jpg,65.35123,80,88,21.331114,27,29
SD-BH (545).jpg,55.590164,80,88,37,23.258724,29
SD-BH (557).jpg,60.490616,84,88,37,34.54178,15.087861
SD-BH (558).jpg,80,80,52.144135,37,27,29
SD-BH (559).jpg,84.31362,80,67.807816,34,27,29
SD-BH (577).jpg,50.20553,80,77,37,27,29
SD-BH (578).jpg,80,87,77,24,27,29
SD-BH (579).jpg,80,87,77,37,15.050369,29
SD-BH (580).jpg,80,84,77,34,27,19.869694
SD-BH (591).jpg,52.12929,87,77,37,27,24
SD-BH (592).jpg,80,78.38413,77,37,27,27.503128
SD-BH (599).jpg,55.182747,87,77,20.135826,24.18676,24
SD-BH (603).jpg,55.493492,83,76.27734,25,27,24
SD-BH (604).jpg,80,87,77,34,27,19.461346
SD-BH (61).jpg,80,69.45546,77,25,27,31.666706
SD-BH (610).jpg,58.026176,87,77,24,27.720976,24
SD-BH (611).jpg,53.226982,83,77,18.731314,27,17.29177
SD-BH (62).jpg,76.18158,78,88.388756,25,27,15.51441
SD-BH (667).jpg,62.817978,87,88,25,22,24
SD-BH (67).jpg,80,87,88,31.590439,27,23.328941
SD-BH (68).jpg,57.24871,87,88,22.213495,27,15.529401
SD-BH (746).jpg,94.652115,87,82.15488,25,27,37.705463
SD-BH (747).jpg,60.561104,63.057728,88,25,23.021933,24
SD-BH (748).jpg,63.25232,56.94334,88,22.39113,23,24
SD-BH (749).jpg,80,81,88,25,23,20.617762
SD-BH (750).jpg,69.98337,81,88,25,23,24
SD-BH (751).jpg,80,83,65.902084,32.228203,23,28.114964
SD-BH (752).jpg,54.73619,81,88,32.186794,23,24
SD-BH (753).jpg,56.973408,78,88,25,23,26.289877
SD-BH (754).jpg,93.817276,81,88,25,23,30.330288
SD-BH (755).jpg,50.770767,81,88,34,22,24
SD-BH (756).jpg,56.906876,83,88,25,23,15.338955
SD-BH (757).jpg,81.4682,78,88,25,23,24
SD-BH (758).jpg,69.040146,78,65.623344,33.204113,25.106085,24
SD-BH (759).jpg,52.66478,81,67,25,25,27.97385
SD-BH (79).jpg,99.13403,74.9297,52.513058,25,25,36.76289
SD-BH (80).jpg,80,81,82.39618,19.434952,25,21.00516
SD-BH (83).jpg,72.591,81,51.4478,25,25,24
SD-BH (98).jpg,51.74157,83,67,25,25,15.234709
SD-DL (11).jpg,50.04231,81,67,30.310188,28.970364,17.284588
SD-DL (12).jpg,56.920612,80.26523,67,25,23.632444,21.351662
SD-DL (13).jpg,58.506897,81,67,25,21.988798,20.104141
SD-DL (14).jpg,53.664066,76.26384,81.59068,31.926626,25,27.040634
SD-DL (190).jpg,54.64553,81,67,37.41174,25,24
SD-DL (197).jpg,61.97941,81,67,25,22,16.09397
SD-DL (25).jpg,71.60147,57.161358,94,23.129517,25,19.097343
SD-DL (30).jpg,71.567665,81,81,34,25,16.933163
SD-DL (31).jpg,80,83,81,34,22,24
SD-DL (414).jpg,80,81,61.644547,24,25,17.474686
SD-DL (43).jpg,80,81,81,34,25,30.32729
SD-DL (44).jpg,80,97.09259,72.29463,34,25,30
SD-DL (47).jpg,80,81,81,34,25,31.981411
SD-DL (481).jpg,57.342155,81,61.015667,24,22,30
SD-DL (482).jpg,70.68551,78,52.47433,34,25,29.12975
SD-DL (52).jpg,80,81,81,34,23.67286,17.266573
SD-DL (63).jpg,80,81,81,34,34.52816,30
SD-DL (64).jpg,61.538483,81,77,34,28,40.78181
SD-DL (65).jpg,80,51.02027,77,34,28.914133,15.192043
SD-DL (77).jpg,80,75,81,34.71199,19.779648,30
SD-DL (78).jpg,80,83,81,31,28,30
SD-GZ (1).jpg,80,75,81,15.272188,28,30
SD-GZ (10).jpg,79.2084,75,64.185135,31,22,36.72342
SD-GZ (104).jpg,80,83.98117,81,36.93521,25,25
SD-GZ (105).jpg,80,79.727005,81,31,28,25
SD-GZ (106).jpg,51.585667,75,63.260605,24,28,25
SD-GZ (11).jpg,76.15541,64.36111,66.173416,34,25,33.65794
SD-GZ (12).jpg,74.08861,75,86,31,28,25
SD-GZ (13).jpg,68.3927,75,86,31,30,25
SD-GZ (15).jpg,78.065956,78,86,31,28,16.656794
SD-GZ (16).jpg,62.168,83,86,31,28,21.83297
SD-GZ (17).jpg,80,75,86,31,28,25
SD-GZ (18).jpg,69.24073,75,66.54003,31,30.096098,20.40155
SD-GZ (19).jpg,55.29032,75,86,34,30,25
SD-GZ (2).jpg,59.818344,75,55.115086,31,25.358952,45.30527
SD-GZ (20).jpg,65.984436,78,86,24,20.252575,25
SD-GZ (29).jpg,54.35467,75,77,31,30,25
SD-GZ (3).jpg,80,83,86,31,30,46.18814
SD-GZ (30).jpg,80,75,86,31,25.006594,25.126862
SD-GZ (31).jpg,51.99878,75,77,18.213274,30,25
SD-GZ (32).jpg,50.717743,51.030537,86,26,30,25
SD-GZ (33).jpg,56.254543,87,86,26,30,43.40406
SD-GZ (34).jpg,80,87,56.501133,26,30,26
SD-GZ (35).jpg,50.26844,71.766884,86,36.430256,25,26
SD-GZ (36).jpg,78.81551,87,90,26,30,26
SD-GZ (37).jpg,53.863968,50.115314,90,26,21.931051,26
SD-GZ (38).jpg,73.68048,87,77,26,30,26
SD-GZ (39).jpg,54.508324,87,90,34,30,18.319046
SD-GZ (4).jpg,73.66989,87,90,26,29.587664,33
SD-GZ (40).jpg,79.04372,59.845646,72.393555,24,25,16.87756
SD-GZ (5).jpg,85.83283,87,90,26,15.746946,33
SD-GZ (50).jpg,80,87,90,34,27.910181,25.84042
SD-GZ (51).jpg,80,87,77,26,25,33
SD-GZ (52).jpg,85.56759,83,77.85915,26,37.48397,26.203232
SD-GZ (6).jpg,91.53581,87,90,34.995415,25,28.814373
SD-GZ (63).jpg,80,87,67.12395,26,25,21.481182
SD-GZ (64).jpg,95.22888,84.671814,90,26,25,22.054653
SD-GZ (65).jpg,88.394875,87,66.55539,24,25,33
SD-GZ (66).jpg,80,87,77,26,25,33
SD-GZ (67).jpg,87.30979,83,77,26,25,33
SD-GZ (68).jpg,50.631287,87,77,26,17.91045,33
SD-GZ (69).jpg,75.78831,75.49834,54.803013,26,25,33
SD-GZ (70).jpg,64.77075,87,56.75473,24,25,33
SD-GZ (71).jpg,82.356514,87,77,26,28,19.807007
SD-GZ (72).jpg,80,78,77,26,25,19
SD-GZ (73).jpg,80,87,76,24.660772,25,17.646313
SD-GZ (74).jpg,80,78,77,30,15.377827,33.537872
SD-GZ (75).jpg,72.83261,87,77,30,30,19
SD-GZ (77).jpg,56.682556,87,77,30,30,19
SD-GZ (78).jpg,56.885612,83,76,24,25,19
SD-GZ (79).jpg,52.27859,84,77,30,30,19
SD-GZ (8).jpg,80,87,77,30,30,17.759352
SD-GZ (80).jpg,53.464012,87,56.78214,31.792452,30,29.289387
SD-GZ (81).jpg,56.587006,83,68,30,30,19
SD-GZ (82).jpg,86.27088,78,27.091892,30,25,19
SD-GZ (85).jpg,57.676765,78,51.342697,24,30,28.285881
SD-GZ (86).jpg,80,78.58031,68,30,30,16.601604
SD-GZ (9).jpg,53.09041,88.93071,77,36.70859,28,28
SD-GZ (91).jpg,83.144775,78,68,30,30,28
SD-LYG (113).jpg,50.945805,97.18834,68,26,30,34.59854
SD-LYG (114).jpg,64.67703,78,62.78887,30,30,36.694588
SD-LYG (115).jpg,60.135696,84,88,24,30,28
SD-LYG (116).jpg,71.99388,78,60.47752,26,30,28
SD-LYG (121).jpg,80,78,88,30,30,20.394207
SD-LYG (123).jpg,50.343037,50.11094,88,30,28,28
SD-LYG (124).jpg,63.242935,78,88,36.550858,30,27.742111
SD-LYG (14).jpg,95.169365,69.30627,88,28,30,28
SD-LYG (141).jpg,80,78,82.07326,24,30,28
SD-LYG (142).jpg,80,84,63.745964,28,30,28
SD-LYG (143).jpg,97.38841,78,88,26,21.064768,19.421665
SD-LYG (144).jpg,61.491257,78,58.758736,28,28,18.695383
SD-LYG (145).jpg,51.321823,78,74.588394,28,28,19
SD-LYG (148).jpg,67.587036,84,88,26,28,19
SD-LYG (149).jpg,70.0419,78,88,28,31.197693,15.387007
SD-LYG (150).jpg,59.10031,78,76,26,28,22.669752
SD-LYG (151).jpg,80,84,88,28,28,19
SD-LYG (152).jpg,87.517685,78,62.258667,28,28,21.191456
SD-LYG (19).jpg,80,78,88,28,18.859566,21.761852
SD-LYG (2).jpg,80,82,88,25.196796,32.291965,22.917786
SD-LYG (20).jpg,80,82,88,19,17.160448,19
SD-LYG (32).jpg,85.826546,74.58115,76,19,28,19
SD-LYG (33).jpg,64.432236,82,88,24,30.056786,19
SD-LYG (34).jpg,75.72546,82,88,19,17.18834,19
SD-LYG (36).jpg,80,69.34045,83,26,28,19
SD-LYG (37).jpg,71.535355,51.78918,83,19,28,16.281519
SD-LYG (38).jpg,62.092094,82,76,19,25,19
SD-LYG (39).jpg,61.468796,84,88,19,28,19.944267
SD-LYG (40).jpg,80,82,88,26,28,23.487106
SD-LYG (41).jpg,57.88173,82,83,19,28,23
SD-LYG (43).jpg,80,82,88,19,28,23
SD-LYG (44).jpg,55.231174,84,83,19,25,23
SD-LYG (45).jpg,80,82,83,19.228758,28,17.703062
SD-LYG (46).jpg,80,82,76,26,28,22.709679
SD-LYG (47).jpg,80,82,76,26,28,23
SD-LYG (48).jpg,51.10069,82,76,24,28,23
SD-NB (103).jpg,80,82,83,26,28,23.595211
SD-NB (104).jpg,53.371758,82,76,26,16.195715,20.566738
SD-NB (105).jpg,75.992874,82,76,26,34,21.755745
SD-NB (106).jpg,53.275192,82,76,24,34,23
SD-NB (117).jpg,80,82,94.96968,26,34,28.867619
SD-NB (118).jpg,68.47244,75,76,26,34,23
SD-NB (125).jpg,50.678375,84,76,15.131292,34,23
SD-NB (137).jpg,80,75,94.503746,26,37.276688,32.500935
SD-NB (138).jpg,97.583664,75,76,26,34,16.329803
SD-NB (139).jpg,87.28586,75,76,24,34,32
SD-NB (140).jpg,75.34804,80.50865,76,26,34,32
SD-NB (15).jpg,65.992134,75,76,24,34,23.484068
SD-NB (16).jpg,66.30384,65.69697,76,26,37.465355,15.375819
SD-NB (17).jpg,57.272327,75,61.403656,26,19.215294,18.467823
SD-NB (18).jpg,84.42577,84,64,26,34,18.384136
SD-NB (19).jpg,58.797005,75,83,26.420477,34,32
SD-NB (31).jpg,51.24237,75,64,34,34,18.61583
SD-NB (32).jpg,59.666916,51.91412,64,34,34,32
SD-NB (344).jpg,62.05391,75,83,24.634134,23.963074,32
SD-NB (345).jpg,55.451958,53.20844,64,39.12163,25.826809,16.990519
SD-NB (346).jpg,56.867847,68,64,29.308268,34,27.293304
SD-NB (347).jpg,59.789474,57.98048,64,34,34,22.340618
SD-NB (348).jpg,80,68,83,37.863647,34,32
SD-NB (349).jpg,80,68,64,34,34,32
SD-NB (350).jpg,58.20824,68,64,34,34,17.212906
SD-NB (351).jpg,80,80.53556,64,26,34,26.036118
SD-NB (352).jpg,80,68,67.55955,34,35.02276,32
SD-NB (353).jpg,73.427864,84,67,34,33,19.065575
SD-NB (354).jpg,59.5767,68,67,34,33,29.948265
SD-NB (355).jpg,91.36719,68,64.95029,34,33,32
SD-NB (356).jpg,80,68,67,34,33,32
SD-NB (357).jpg,62.391647,86.883675,67,26,23.04636,22.240963
SD-NB (39).jpg,80,85,83,34,33,20.825562
SD-NB (40).jpg,62.660995,84,67,34,33,17.976883
SD-NB (405).jpg,53.322666,85,67,28,30.514904,20.562668
SD-NB (406).jpg,80,52.467716,83,27.358393,33,22
SD-NB (412).jpg,55.567387,84,67,28,33,22
SD-NB (413).jpg,73.29716,85,67,28,33,22
SD-NB (419).jpg,71.351166,85,67,28,33,25.954834
SD-NB (420).jpg,89.98403,84,67,28,33,22.294945
SD-NB (51).jpg,53.680275,85,67,28,16.53013,19.246277
SD-NB (52).jpg,80,85,61.31619,22.757025,15.910946,22
SD-NB (53).jpg,80,67.42281,78,19.07987,33,22
SD-NB (6).jpg,80,85,83,37.07237,33,22
SD-NB (65).jpg,58.057907,85,78,24,25.66502,17.552713
SD-NB (7).jpg,80,66.97721,83,26,25,27.144608
SD-NB (70).jpg,60.539185,58.117264,78,26,25,22
SD-NB (71).jpg,50.835396,85,78,28,25,17.542124
SD-NB (72).jpg,50.419506,55.57829,78,18.892956,25,22
SD-NB (8).jpg,75.26497,85,78,34,25,27.752151
SD-NB (83).jpg,72.06325,51.228928,83,34,25,21.011753
SD-NB (84).jpg,80,85,78,16.391302,25,22
SD-NB (87).jpg,52.603287,85,78,18.690533,22.388397,17.907598
SD-QD (1).jpg,60.174866,85,78,34,25,22
SD-QD (10).jpg,61.208572,84,52.488182,24,25.709631,22
SD-QD (107).jpg,69.04468,85,86,34,25,22
SD-QD (108).jpg,80,85,86,34,25.310442,22
SD-QD (109).jpg,80,85,82,15.120573,21.47525,18
SD-QD (11).jpg,53.62272,85,86,34,25,22
SD-QD (12).jpg,80,95.971664,86,26,25,18
SD-QD (125).jpg,96.23275,53.894505,82,34,32.72956,22
SD-QD (126).jpg,80,78,86,34,32,18.203333
SD-QD (129).jpg,59.10856,57.816143,86,34,32,30
SD-QD (13).jpg,84.19801,78,86.10052,36.58445,32,30
SD-QD (130).jpg,58.260315,78,86,23.183535,29.22599,30
SD-QD (141).jpg,80,78.26826,82,34.708225,32,30
SD-QD (142).jpg,55.269886,78,86,34,25,30
SD-QD (147).jpg,80,78,86,34,32,30
SD-QD (159).jpg,85.59784,81.61799,66.87457,20.506092,32,16.4851
SD-QD (160).jpg,80,76.67684,79,34,32,30
SD-QD (161).jpg,53.787514,78,68.72508,34,32,17.834398
SD-QD (162).jpg,80,78,79,24,16.665657,30
SD-QD (173).jpg,80,84,79,34,32,30
SD-QD (180).jpg,80,78,64.222435,26,32,29.095451
SD-QD (181).jpg,72.2275,78,79,34,32,24.579338
SD-QD (192).jpg,53.678944,60.206516,79,24,17.223177,30
SD-QD (193).jpg,71.48882,78.38469,79,34,28.310022,30
SD-QD (194).jpg,80,86,79,26,32,22.041859
SD-QD (195).jpg,80,86,60.349834,34,32,30
SD-QD (199).jpg,51.679604,55.368633,81.7518,34,32,30
SD-QD (2).jpg,84.096054,75.81252,81,19.49511,21.477505,30
SD-QD (200).jpg,98.666954,86,82,20,32,15.714068
SD-QD (201).jpg,77.98133,61.907887,61.69593,20,32,17.495852
SD-QD (202).jpg,80,86,66.23787,24,25,30
SD-QD (21).jpg,80,90.3661,81,35.44363,36.03772,16.743034
SD-QD (213).jpg,91.80256,86,81,20,22,19.745327
SD-QD (214).jpg,58.77941,86,82,24,22,15.048553
SD-QD (215).jpg,57.08423,76.70984,81,20,22,16.805948
SD-QD (22).jpg,80,51.17013,82,28.608027,21.296743,34
SD-QD (227).jpg,57.69341,86,81,20,22,17.6257
SD-QD (228).jpg,51.899017,84,85,20,22,34
SD-QD (23).jpg,80,86,81,32.810867,26.275274,34
SD-QD (233).jpg,80,86,85,20,22,34
SD-QD (234).jpg,52.985306,84,82,34,20.011948,28.62423
SD-QD (28).jpg,80,86,81,26,18.281237,16.570255
SD-QD (3).jpg,71.57735,86,81,24,22,17.622791
SD-QD (385).jpg,80,94.36499,60.013832,20,25,20.495178
SD-QD (386).jpg,83.85319,86,60.29232,29.243195,22,20
SD-QD (387).jpg,52.90396,86,81,19.7603,23,18.659824
SD-QD (388).jpg,94.94205,86,81,19,22,20
SD-QD (389).jpg,80,86,60.963737,24,22,35.91721
SD-QD (39).jpg,72.72578,86,81,19,25.758266,21.809065
SD-QD (390).jpg,80,86,81,34,22,18.53851
SD-QD (391).jpg,94.41696,65.18703,82,22.957344,22,20
SD-QD (4).jpg,68.97874,79,81,19,22,20
SD-QD (40).jpg,80,84,82,19,22,20
SD-QD (41).jpg,98.58547,79,86,19,22,16.166473
SD-QD (5).jpg,54.874702,84.372536,88.0685,39.831566,30.103039,33.04101
SD-QD (525).jpg,55.91189,79,86,26,21.107805,20
SD-QD (526).jpg,51.969543,79,86,34,22,17.294157
SD-QD (527).jpg,80,79,86,19,25,17.76688
SD-QD (528).jpg,53.090862,79,86,20.69173,23,31.379341
SD-QD (529).jpg,53.90722,79,85,19,22,20
SD-QD (53).jpg,80,84,82,19,23,20
SD-QD (530).jpg,54.427948,79,86,24,22,20
SD-QD (531).jpg,52.680702,79,86,34,22,26.164783
SD-QD (532).jpg,52.173916,79,86,19,22,26
SD-QD (533).jpg,55.359818,79,86,24,37.533073,26.4949
SD-QD (534).jpg,83.80788,79,85,19,31,26.653458
SD-QD (535).jpg,66.06174,56.78284,86,19,15.341057,25.589653
SD-QD (536).jpg,70.305786,52.098705,65.23216,26.667469,31,27.05885
SD-QD (537).jpg,80,73,77,16.227228,25.467865,26
SD-QD (538).jpg,80,73,85,24,31,26
SD-QD (54).jpg,70.803345,73,77,24,31,24.409756
SD-QD (6).jpg,85.499756,50.70622,87.05126,26,20.44138,30.469448
SD-QD (61).jpg,73.67682,85.16202,85,34,31,26
SD-QD (62).jpg,67.4051,73,77,24,33.794964,19.889732
SD-QD (73).jpg,71.173836,73,61.796318,24,20.8891,32.734806
SD-QD (74).jpg,81.221664,86.84738,77,19.254871,25,30.419228
SD-QD (75).jpg,56.978386,73,53.072803,24,31,26
SD-QD (87).jpg,80,57.461834,77,34,23,26
SD-QD (9).jpg,80,53.771633,77,24,31,25.43199
SD-QD (94).jpg,57.55983,61.714306,77,24,31,26
SD-QD (95).jpg,66.20325,50.176716,82,24,23,17.846577
SD-QD (96).jpg,80,66.13495,82,36.700977,31,20.485054
SD-QHD (10).jpg,68.387474,73,75,24,31,16.016422
SD-QHD (100).jpg,80,50.52316,85,18.244593,31.815414,26
SD-QHD (112).jpg,80,73,74.76174,24,17.348928,16.487854
SD-QHD (117).jpg,80,73,52.543617,24,18,26
SD-QHD (118).jpg,52.707752,84,63.519257,29.324574,18,26
SD-QHD (13).jpg,51.643105,73,85,24,25,26
SD-QHD (130).jpg,80,73,85,34,23,18
SD-QHD (133).jpg,55.461437,73,69.942795,26,18,26
SD-QHD (134).jpg,51.1443,84,51.271843,24,18,26
SD-QHD (139).jpg,80,73,85,29,25,26
SD-QHD (150).jpg,54.543217,84,75,24,18,26
SD-QHD (151).jpg,67.54173,73,82,24,18,18
SD-QHD (152).jpg,50.008842,88,62.08049,26,23,26
SD-QHD (164).jpg,80,88,85,24,18,26
SD-QHD (165).jpg,80,88,85,24,23.499352,18.460913
SD-QHD (173).jpg,53.61566,88,75,24,18.223248,18
SD-QHD (174).jpg,80,84,85,23.99905,23,18
SD-QHD (185).jpg,80,88,55.567223,29,23,20.563595
SD-QHD (186).jpg,61.782608,88,75.204056,29,23,15.279944
SD-QHD (187).jpg,63.056335,88,75,34,38.325584,18
SD-QHD (199).jpg,50.128563,84,63.122986,24,20.510088,18
SD-QHD (206).jpg,80,88,75,29,23,15.78611
SD-QHD (207).jpg,54.08022,88,85,29,23.894379,18
SD-QHD (208).jpg,80,63.157593,75,29,19.497149,15.071935
SD-QHD (211).jpg,56.118263,79,82,26,23,18
SD-QHD (212).jpg,61.29323,79,85,24,25,18
SD-QHD (213).jpg,74.62075,79,75,29,23,37.24812
SD-QHD (214).jpg,59.34458,84,85,34,23,18.643837
SD-QHD (215).jpg,80,79,75,29,18.031422,29.51875
SD-QHD (216).jpg,51.628067,79,55.318504,26,18,16.760088
SD-QHD (217).jpg,52.439,79,75,24.549442,38.85213,16.42424
SD-QHD (218).jpg,50.233917,84,75,29,30,37
SD-QHD (219).jpg,78.78873,79,75,34,23,17.074335
SD-QHD (220).jpg,60.301483,79,75,29,30,28.45139
SD-QHD (221).jpg,89.58145,79,70,29,30,37
SD-QHD (222).jpg,67,78,95,31.190634,30.046438,29.216621
SD-QHD (223).jpg,60,56.052895,63,25.51911,36.413826,18
SD-QHD (224).jpg,76.49527,95,61,35,18,18
SD-QHD (237).jpg,68,60,65,19.234505,37.859035,15.827019
SD-QHD (241).jpg,86.0785,95,57,38,37,16.592583
SD-QHD (242).jpg,95,57,95,17,15,20
SD-QHD (243).jpg,72.92877,76.53345,50.097095,39,29.288551,39
SD-QHD (25).jpg,52.120613,57,52,16.535305,35,21
SD-QHD (254).jpg,58,52,62,15,36,18
SD-QHD (255).jpg,84.9055,71.09034,56.768677,35,36,28.049553
SD-QHD (260).jpg,60.239883,95,64,38,30.493822,19
SD-QHD (30).jpg,60.383377,95,60.574623,19.211536,38.147697,34.623344
SD-QHD (31).jpg,57.97557,93.828415,95,21,40,24.052015
SD-QHD (32).jpg,74.13129,84.12009,65,36,21,18
SD-QHD (43).jpg,64,65,62,21.229107,21,22
SD-QHD (44).jpg,54,58,64,17.684286,19,15.541436
SD-QHD (45).jpg,54.79639,95,57,20.630838,37,20
SD-QHD (63).jpg,84.12323,58,72.9751,19.37043,38,16
SD-QHD (64).jpg,59.352333,53,57.90168,15.031223,36,20
SD-QHD (65).jpg,81.47315,60,63.501534,22,37,20
SD-QHD (66).jpg,62.150757,59,60,32.208103,39,15
SD-QHD (714).jpg,59.791656,63.148846,92.32681,16.180525,21,21.86905
SD-QHD (721).jpg,61,63,55,17,20,24.548237
SD-QHD (728).jpg,55,64.598366,56.258476,38.15217,24.509296,31.089108
SD-QHD (735).jpg,52,50,54,29.774935,16,22
SD-QHD (742).jpg,50,61,76.20453,17,21,22
SD-QHD (749).jpg,59.37887,56,63,22,37,37.85656
SD-QHD (756).jpg,64,53,56,15,35.802216,34.704647
SD-QHD (763).jpg,65,52,62,21,36,17
SD-QHD (77).jpg,53.37284,56.407673,50,38,35,27.547268
SD-QHD (770).jpg,51.786797,52,60,20,25.179636,18.317368
SD-QHD (777).jpg,50.106174,57,53.261982,18,22,21
SD-QHD (78).jpg,62.063385,95,62,38,38,17.765305
SD-QHD (784).jpg,58.475304,65,61,29.362753,17,19
SD-QHD (791).jpg,95,95,95,36,32.65345,23.342897
SD-QHD (798).jpg,61.597626,95,64.82887,38,21,19.012547
SD-QHD (805).jpg,61.94712,53.132465,95,17,39,22
SD-QHD (812).jpg,52.830994,50,95,18,15,17
SD-QHD (819).jpg,80.539925,88.415665,95,21,22.973984,15
SD-QHD (826).jpg,55.026627,52,57,19,40,21
SD-QHD (833).jpg,53,53,51,15,35,17
SD-QHD (840).jpg,50,60,83.9796,20,29.953985,21
SD-QHD (847).jpg,63,58,77.89059,17,26.266,17
SD-QHD (85).jpg,58,52,95,18,15,15.084148
SD-QHD (854).jpg,92.46788,57.484318,95,18,40,21
SD-QHD (861).jpg,85.82393,60,95,21,38,22
SD-QHD (868).jpg,95,59.779865,57,35,17,24.950733
SD-QHD (875).jpg,55,50,61,17,36.284367,16.879059
SD-QHD (882).jpg,56,54,94.37648,15,18.886116,21
SD-QHD (889).jpg,56.25637,58,72.31117,16,37,25.148998
SD-QHD (896).jpg,59,64,61.087948,17,23.47456,16
SD-QHD (9).jpg,58,50,57,18,35,20
SD-QHD (903).jpg,60.336426,56.904728,69.4971,21,18,17.105156
SD-QHD (910).jpg,53.555283,95,85.61633,40,37,35.852646
SD-QHD (917).jpg,74.47954,87.51273,76.388756,40,39,38.411163
SD-QHD (924).jpg,54.236446,55,52,15,37,21
SD-QHD (931).jpg,72.21487,95,59,35,16,28.441647
SD-QHD (938).jpg,59,57,50.072235,39,20,16
SD-QHD (969).jpg,95,95,92.26105,17.17398,40,26.811153
SD-QHD (97).jpg,57,55,65,21.91753,37,18.449606
SD-QHD (98).jpg,95,53,95,15,36,17
SD-QHD (99).jpg,82.66125,51,81.927246,23.047338,40,18.40363
SD-SH (16).jpg,68.22616,76.07241,59.799736,37,40,18.016726
SD-SH (2).jpg,67.001434,57,59,21,40,17
SD-SH (23).jpg,95,95,95,40,21,38.821537
SD-SH (24).jpg,53.53897,64,55,36,35.32682,18.528263
SD-SH (267).jpg,67.2979,61,62,40,36.060677,18.854052
SD-SH (268).jpg,50,50,58,18,30.227943,16
SD-SH (269).jpg,53.86348,50,64,39,39.112213,16
SD-SH (270).jpg,64,61,56,26.426123,36,15
SD-SH (271).jpg,95,74.13657,72.783516,20.235512,19,21.171066
SD-SH (272).jpg,59.81836,71.62946,51,40,21,21
SD-SH (273).jpg,60.266052,95,64,36,20,17
SD-SH (3).jpg,53,63,64,18,37,20
SD-SH (36).jpg,53.68042,52.677376,51.23584,39,39,19
SD-SH (37).jpg,95,59.194904,73.60022,16,39,17
SD-SH (38).jpg,95,85.37829,58,31.074364,37,16
SD-SH (4).jpg,69.91885,57,72.46852,16,40,25.173172
SD-SH (45).jpg,56,95,64,37,31.304176,15.512157
SD-SH (56).jpg,68.25138,56,54,31.408106,18,19
SD-SH (57).jpg,80.54826,95,50,40,40,15
SD-SH (58).jpg,55.83431,95,59,35,17,22
SD-SH (7).jpg,57,53,59,37,19,16
SD-SH (72).jpg,52,95,62,38,40,18
SD-SH (73).jpg,59.598984,60,56.51828,38,39,15.81727
SD-SH (74).jpg,58,63,60,38.693733,20,18
SD-SH (75).jpg,51.20899,95,62,39,36,17
SD-SH (79).jpg,51.858604,57,58.787624,20,38,18
SD-SH (80).jpg,79.90147,78.23379,94.50807,23.916637,20,21
SD-SH (81).jpg,63.065308,95,57,37,15,17
SD-SH (82).jpg,95,60.86565,95,37,21,21
SD-SY (102).jpg,64,95,57,37,17,17
